3113,"PEACHES","Flat White Flesh (Saturn type)",39.28
3114,"MANGO","Green",27.12
3115,"PEACHES","Flat Yellow Flesh",48.04
3116,"PEACHES","Yellow Flesh (Tree Ripened/Ready-to-eat)",44.78
3117,"PEACHES","Yellow Flesh (Tree Ripened/Ready-to-eat)",97.68
3118,"PEARS","Starkrimson",35.73
3119,"PEPPERS (CAPSICUMS)","Bell, Greenhouse - Green",10.98
3120,"PEPPERS (CAPSICUMS)","Bell, Greenhouse - Green",54.23
3121,"PEPPERS (CAPSICUMS)","Bell, Greenhouse - Orange",82.75
3122,"PEPPERS (CAPSICUMS)","Bell, Greenhouse - White",94.59
3123,"PEPPERS (CAPSICUMS)","Bell, Greenhouse - Brown",91.61
3124,"PEPPERS (CAPSICUMS)","Bell, Greenhouse - Purple",40.45
3125,"PEPPERS (CAPSICUMS)","Habanero",96.10
3126,"PLUMCOT (INTERSPECIFIC PLUM)","",39.00
3127,"POMEGRANATE","",77.89
3128,"POTATO","Purple",82.35
3129,"GRAPEFRUIT","Pummelo - Red",69.79
3130,"PUMPKIN","Jumbo",42.97
3131,"PUMPKIN","Decorative (Painted)",10.51
3132,"PUMPKIN","White",16.24
3133,"PUMPKIN","White - Mini",79.78
3134,"PUMPKIN","Pie Pumpkin",26.42
3135,"GOURD","Ornamental",9.44
3136,"SAPODILLO/NISPERO","",16.41
3137,"SAPOTE","White",14.15
3138,"SAPOTE","Black",96.41
3139,"SAVORY","",4.74
3140,"SQUASH","Cucuzza",88.21
3141,"SQUASH","Opo",70.29
3142,"SQUASH","Carnival",42.32
3143,"SQUASH","Acorn - baby",93.93
3144,"TANGERINES/MANDARINS","Fall Glo",46.24
3145,"TOMATOES","Plum/Italian/Saladette/Roma (Yellow)",33.55
3146,"TOMATOES","Cherry - Red, On the Vine",1.58
3147,"TOMATOES","Cherry - Yellow, On the Vine",47.32
3148,"TOMATOES","Regular - Yelllow, On the Vine (Truss)",60.85
3149,"TOMATOES","Regular - Orange, On the Vine",18.67
3150,"TOMATOES","Cocktail/Intermediate - Red",21.28
3151,"TOMATOES","Vine Ripe, Regular - Red",16.70
3152,"GRAPEFRUIT","Melogold",20.31
3153,"ORANGES","Delta Seedless",16.72
3154,"ORANGES","Delta Seedless",3.25
3155,"ORANGES","Midknight",25.91
3156,"ORANGES","Midknight",91.35
3157,"GRAPEFRUIT","White",15.15
3158,"GRAPEFRUIT","White",11.90
3159,"GRAPEFRUIT","White",14.19
3160,"GAI LAN","Synonymous with Chinese Broccoli",0.20
3161,"GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD)","Baby - Chinese or Indian Mustard",5.92
3162,"ONG CHOY","Synonymous with Water Spinach",75.50
3163,"BOK CHOY (PAK CHOI)","Shanghai",63.52
3164,"YU CHOY","",5.13
3165,"RADICCHIO","Treviso",68.57
3166,"CABBAGE","Tuscan",24.09
3167,"FRISEE","",80.83
3168,"RADICCHIO","Castlefranco",61.83
3169,"LETTUCE","Catalogna",82.16
3170,"FOR USE WITH ALL COMMODITIES","",47.92
3171,"FOR USE WITH ALL COMMODITIES","",50.75
3172,"FOR USE WITH ALL COMMODITIES","",2.07
3173,"FOR USE WITH ALL COMMODITIES","",46.10
3174,"FOR USE WITH ALL COMMODITIES","",30.86
3175,"FOR USE WITH ALL COMMODITIES","",43.40
3176,"FOR USE WITH ALL COMMODITIES","",24.53
3177,"FOR USE WITH ALL COMMODITIES","",76.68
3178,"FOR USE WITH ALL COMMODITIES","",60.21
3179,"FOR USE WITH ALL COMMODITIES","",54.04
3180,"FOR USE WITH ALL COMMODITIES","",10.49
3181,"FOR USE WITH ALL COMMODITIES","",72.98
3182,"FOR USE WITH ALL COMMODITIES","",28.15
3183,"FOR USE WITH ALL COMMODITIES","",34.73
3184,"FOR USE WITH ALL COMMODITIES","",39.76
3185,"FOR USE WITH ALL COMMODITIES","",97.06
3186,"FOR USE WITH ALL COMMODITIES","",56.19
3187,"FOR USE WITH ALL COMMODITIES","",58.77
3188,"FOR USE WITH ALL COMMODITIES","",12.40
3189,"FOR USE WITH ALL COMMODITIES","",44.32
3190,"FOR USE WITH ALL COMMODITIES","",31.46
3191,"FOR USE WITH ALL COMMODITIES","",22.10
3192,"FOR USE WITH ALL COMMODITIES","",70.62
3193,"FOR USE WITH ALL COMMODITIES","",96.07
3194,"FOR USE WITH ALL COMMODITIES","",78.83
3195,"FOR USE WITH ALL COMMODITIES","",74.03
3196,"FOR USE WITH ALL COMMODITIES","",57.66
3197,"FOR USE WITH ALL COMMODITIES","",98.40
3198,"FOR USE WITH ALL COMMODITIES","",12.93
3199,"FOR USE WITH ALL COMMODITIES","",99.39
3200,"FOR USE WITH ALL COMMODITIES","",56.51
3201,"FOR USE WITH ALL COMMODITIES","",72.09
3202,"FOR USE WITH ALL COMMODITIES","",31.10
3203,"FOR USE WITH ALL COMMODITIES","",43.15
3204,"FOR USE WITH ALL COMMODITIES","",0.57
3205,"FOR USE WITH ALL COMMODITIES","",18.77
3206,"FOR USE WITH ALL COMMODITIES","",47.56
3207,"FOR USE WITH ALL COMMODITIES","",35.74
3208,"FOR USE WITH ALL COMMODITIES","",59.97
3209,"FOR USE WITH ALL COMMODITIES","",8.34
3210,"FOR USE WITH ALL COMMODITIES","",81.54
3211,"FOR USE WITH ALL COMMODITIES","",45.26
3212,"FOR USE WITH ALL COMMODITIES","",3.07
3213,"FOR USE WITH ALL COMMODITIES","",1.33
3214,"FOR USE WITH ALL COMMODITIES","",97.56
3215,"FOR USE WITH ALL COMMODITIES","",25.24
3216,"FOR USE WITH ALL COMMODITIES","",58.56
3217,"FOR USE WITH ALL COMMODITIES","",6.71
3218,"FOR USE WITH ALL COMMODITIES","",40.26
3219,"FOR USE WITH ALL COMMODITIES","",92.18
3220,"FOR USE WITH ALL COMMODITIES","",33.58
3221,"FOR USE WITH ALL COMMODITIES","",45.27
3222,"FOR USE WITH ALL COMMODITIES","",39.72
3223,"FOR USE WITH ALL COMMODITIES","",12.84
3224,"FOR USE WITH ALL COMMODITIES","",74.53
3225,"FOR USE WITH ALL COMMODITIES","",63.72
3226,"FOR USE WITH ALL COMMODITIES","",43.55
3227,"FOR USE WITH ALL COMMODITIES","",98.78
3228,"FOR USE WITH ALL COMMODITIES","",66.72
3229,"FOR USE WITH ALL COMMODITIES","",50.84
3230,"FOR USE WITH ALL COMMODITIES","",67.58
3231,"FOR USE WITH ALL COMMODITIES","",26.57
3232,"FOR USE WITH ALL COMMODITIES","",30.98
3233,"FOR USE WITH ALL COMMODITIES","",91.76
3234,"FOR USE WITH ALL COMMODITIES","",79.73
3235,"FOR USE WITH ALL COMMODITIES","",38.70
3236,"FOR USE WITH ALL COMMODITIES","",47.86
3237,"FOR USE WITH ALL COMMODITIES","",67.20
3238,"FOR USE WITH ALL COMMODITIES","",9.59
3239,"FOR USE WITH ALL COMMODITIES","",5.45
3240,"FOR USE WITH ALL COMMODITIES","",18.77
3241,"FOR USE WITH ALL COMMODITIES","",6.23
3242,"FOR USE WITH ALL COMMODITIES","",12.79
3243,"FOR USE WITH ALL COMMODITIES","",97.34
3244,"FOR USE WITH ALL COMMODITIES","",14.43
3245,"FOR USE WITH ALL COMMODITIES","",47.16
3246,"FOR USE WITH ALL COMMODITIES","",95.50
3247,"FOR USE WITH ALL COMMODITIES","",28.84
3248,"FOR USE WITH ALL COMMODITIES","",37.16
3249,"FOR USE WITH ALL COMMODITIES","",2.87
3250,"FOR USE WITH ALL COMMODITIES","",15.67
3251,"FOR USE WITH ALL COMMODITIES","",67.14
3252,"FOR USE WITH ALL COMMODITIES","",88.49
3253,"FOR USE WITH ALL COMMODITIES","",63.57
3254,"FOR USE WITH ALL COMMODITIES","",49.27
3255,"FOR USE WITH ALL COMMODITIES","",45.96
3256,"FOR USE WITH ALL COMMODITIES","",76.32
3257,"FOR USE WITH ALL COMMODITIES","",17.02
3258,"FOR USE WITH ALL COMMODITIES","",97.19
3259,"FOR USE WITH ALL COMMODITIES","",6.07
3260,"FOR USE WITH ALL COMMODITIES","",60.45
3261,"FOR USE WITH ALL COMMODITIES","",1.93
3262,"FOR USE WITH ALL COMMODITIES","",66.39
3263,"FOR USE WITH ALL COMMODITIES","",1.50
3264,"FOR USE WITH ALL COMMODITIES","",17.83
3265,"FOR USE WITH ALL COMMODITIES","",20.84
3266,"FOR USE WITH ALL COMMODITIES","",66.55
3267,"FOR USE WITH ALL COMMODITIES","",51.23
3268,"FOR USE WITH ALL COMMODITIES","",98.82
3269,"FOR USE WITH ALL COMMODITIES","",9.66
3270,"FOR USE WITH ALL COMMODITIES","",90.29
3271,"APPLES","Virginia Gold",15.42
3272,"APPLES","Sommerfeld",76.77
3273,"BEETS","Golden",71.62
3274,"PRUNES","Fresh",37.30
3275,"NAME","Yellow (nyAH-may)",10.71
3276,"NAME","White (nyAH-may)",76.26
3277,"BROCCOLI","Baby",32.27
3278,"PLUMCOT (INTERSPECIFIC PLUM)","",58.43
3279,"KIWIFRUIT","Golden",33.84
3280,"KIWIFRUIT","Regular",43.43
3281,"MELON","Watermelon - Orange, Seedless",58.74
3282,"TOMATOES","Plum/Italian/Saladette/Roma on the vine - Red",21.61
3283,"APPLES","Honeycrisp",96.25
3284,"APPLES","Red Delicious",71.96
3285,"APPLES","Golden Delicious",46.34
3286,"ONIONS","Sweet red Italian - flat",67.31
3287,"BANANAS","Hawaiian plantain",45.46
3288,"SWEET POTATO/YAM/KUMARA","",97.25
3289,"MELON","Sprite",11.77
3290,"APPLES","Aurora/Southern Rose",20.33
3291,"APPLES","Boskoop/Belle de Boskoop",47.15
3292,"APPLES","Boskoop/Belle de Boskoop",97.47
3293,"APPLES","Scifresh",56.50
3294,"APPLES","Scifresh",64.59
3295,"APPLES","Sciearly",84.37
3296,"APPLES","Sciearly",8.54
3297,"APPLES","Scired",7.47
3298,"APPLES","Redfield",59.76
3299,"APPLES","Sonya",94.43
3300,"APPLES","Sonya",50.74
3301,"APPLES","Cripps Red",75.73
3302,"APRICOTS","Regular",59.49
3303,"BABACO","",78.24
3304,"BERRIES","Loganberries",43.45
3305,"CURRANTS","Black",71.46
3306,"MELON","Charentais",68.89
3307,"MELON","Charentais",21.06
3308,"MELON","Watermelon - Orange, Seedless",88.50
3309,"ORANGES","Lima",15.79
3310,"ORANGES","Pera",97.65
3311,"PASSION FRUIT","Curuba/Banana",76.33
3312,"PASSION FRUIT","Granadilla - Yellow/Maracuja",93.10
3313,"PEACHES","White Flesh - Tree Ripened/ Ready-to-eat",34.08
3314,"PEACHES","White Flesh - Tree Ripened/ Ready-to-eat",54.80
3315,"APPLES","Scilate",39.39
3316,"PEARS","Carmen",50.01
3317,"PEARS","Angelys",22.99
3318,"PEARS","Passe Crassane",70.83
3319,"PITAHAYA","Yellow (skin color)",63.07
3320,"CAULIFLOWER","Romanesco/Broccoflower/Caulibroc",60.09
3321,"CELERY ROOT/CELERIAC","With leaves attached",52.94
3322,"CHOY SUM/PAK CHOI SUM","",67.76
3323,"CHOY SUM/PAK CHOI SUM","Baby",3.45
3324,"ESCAROLE/BATAVIAN CHICORY","Red",7.72
3325,"LETTUCE","Lollo Bionda/Coral - Green",75.61
3326,"LETTUCE","Lollo Rossa/Coral - Red",67.37
3327,"LETTUCE","Mignonette (Compact red-tinged butterhead varieties)",2.39
3328,"LETTUCE","Mixed small-leaf salad (eg Sucrine, Mesclun, Rocket/Arugula)",34.10
3329,"LETTUCE","Oak Leaf - Green",79.26
3330,"LETTUCE","Oak Leaf - Reg",41.24
3331,"ONIONS","Red Fresh - Bunch",76.32
3332,"SPINACH","Baby",6.94
3333,"SWEET POTATO/YAM/KUMARA","Red/Orangy White Flesh",92.05
3334,"SWEET POTATO/YAM/KUMARA","Red/Orangy White Flesh",55.36
3335,"TOMATOES","Cocktail/Intermediate - Red/On the Vine (Truss)",98.03
3336,"TOMATOES","Cocktail/Intermediate - Red/Plum/Italian/Saladette/Roma/On the Vine (Truss)",99.85
3337,"FIGS","(Dried Fruit)",56.55
3338,"ANISE","",66.11
3339,"APPLES","Belchard - Chantecler",39.80
3340,"APPLES","Bertanne/Golden Russet",56.34
3341,"APPLES","Charles Ross",89.93
3342,"APPLES","Delblush",25.56
3343,"APPLES","Dessert",68.25
3344,"APPLES","Gloster",43.24
3345,"APPLES","Gloster",25.10
3346,"APPLES","Holstein",37.27
3347,"APPLES","Laxtons Fortune",18.27
3348,"APPLES","Lord Lambourne",41.87
3349,"APPLES","Michaelmas Red",65.86
3350,"APPLES","Reine des Reinettes/King of the Pippins",12.97
3351,"APPLES","Reine des Reinettes/King of the Pippins",37.64
3352,"APPLES","Reinettes and Heritage varieties - (incl Canada blanc Reinette du Mans, Armorique/du Vigan/Calville",63.94
3353,"APPLES","St Edmunds Pippin",70.64
3354,"AVOCADOS","Ripe/Ready-to-Eat",55.98
3355,"BERRIES","Strawberries - Nominal 500g/1 litre",34.36
3356,"BERRIES","Strawberries - Nominal250g/1/2 litre",64.39
3357,"CHERRIES","Regular/Red/Black",35.74
3358,"CHERRIES","Regular/Red/Black",8.39
3359,"GRAPES","Chasselas",78.03
3360,"GRAPES","Muscat de Hambourg",21.40
3361,"GRAPEFRUIT","Without p/harvest treatment",44.05
3362,"LEMONS","Without postharvest treatment",37.52
3363,"MANGO","Bowen & Kensington Pride",21.85
3364,"MANGO","R2E2 (ArtwoEetwo)",96.76
3365,"MANGO","Ripe/Ready-to-Eat",59.73
3366,"MADROÑA","",6.79
3367,"MELON","Glasshouse - Netted varieties",74.60
3368,"MELON","Ogen",3.46
3369,"NECTARINE","Nectavigne (Red Flesh)",30.22
3370,"ORANGES","Maltaise",11.84
3371,"ORANGES","Salustiana",63.75
3372,"ORANGES","Navelate (and other late Navel varieties)",19.11
3373,"ORANGES","Navelina (incl. Newhall)",54.50
3374,"ORANGES","Without postharvest treatment",63.81
3375,"PEACHES","de Vigne & Sanguine (Red Flesh)",71.97
3376,"PEARS","Alexander Lucas",73.04
3377,"PEARS","Louise Bonne",44.37
3378,"PEARS","Santa Maria",48.72
3379,"PINEAPPLE","Mini",41.98
3380,"PINEAPPLE","Perola",61.30
3381,"SOURSOP","",37.70
3382,"SUGAR APPLE","",20.13
3383,"TANGERINES/MANDARINS","Clementine",54.69
3384,"TANGERINES/MANDARINS","Clementine",38.70
3385,"TANGERINES/MANDARINS","Clementine",73.77
3386,"TANGERINES/MANDARINS","Clementine (With leaves attached)",92.95
3387,"TANGERINES/MANDARINS","Clementine (Without p/harvest treatment",79.77
3388,"TANGERINES/MANDARINS","Satsuma -Clauselina",35.88
3389,"TANGERINES/MANDARINS","Satsuma",20.89
3390,"ARRACACH","",16.62
3391,"ARTICHOKES","Rouge Salambo (Red)",13.00
3392,"ASPARAGUS","Green - Bunch",13.61
3393,"ASPARAGUS","White - Bunch",73.96
3394,"ASPARAGUS","Purple - Bunch",37.21
3395,"BELGIAN ENDIVE (WITLOOF CHICORY)","Red",38.61
3396,"CABBAGE","Savoy, Red",81.07
3397,"CABBAGE","Summer Cabbage - Pointed type",61.37
3398,"CHICKPEAS","Chickpeas/Garbanzo",70.55
3399,"GARLIC","Regular - Fresh/Semi-dried with leaves attached",24.17
3400,"GARLIC","Regular - Smoked",51.14
3401,"GARLIC","One-clove types",4.09
3402,"LEEKS","Regular - Bunch",43.30
3403,"LEEKS","Baby - Bunch",44.21
3404,"MUSHROOMS","Cep",19.35
3405,"MUSHROOMS","Fairy Ring Champignon",5.38
3406,"MUSHROOMS","Grey - Tricholoma",78.09
3407,"MUSHROOMS","Grisette",78.06
3408,"MUSHROOMS","Horn of Plenty/Black Trumpet",82.84
3409,"MUSHROOMS","Pioppino",98.53
3410,"MUSHROOMS","Saffron Milk-Cap",35.37
3411,"MUSHROOMS","Sheep Polypore",40.87
3412,"ONIONS","Yellow/Brown Fresh - Bunch",90.22
3413,"PEPPERS (CAPSICUMS)","Tabasco",91.22
3414,"POTATO","Baking - White",81.48
3415,"POTATO","Baking - Red and Red Eye varieties",20.04
3416,"RHUBARB","Bunch",45.71
3417,"SPINACH","New Zealand Spinach",4.91
3418,"SQUASH","Zucchini/Courgette - Round",70.72
3419,"BORAGE","",43.94
3420,"PEARS","Belle du Jumet",24.68
3421,"MELON","Watermelon - Mini Seedless",96.81
3422,"APRICOTS","InterSpecific",11.25
3423,"TOMATOES","Heirloom",71.71
3424,"CARROTS","Purple/Red - Beta Sweet",61.09
3425,"TANGERINES/MANDARINS","Ellendale",79.17
3426,"TANGERINES/MANDARINS","Ellendale",28.48
3427,"TANGERINES/MANDARINS","Ellendale",45.03
3428,"TANGERINES/MANDARINS","Honey/Murcott",17.10
3429,"TANGERINES/MANDARINS","Honey/Murcott",51.21
3430,"TANGERINES/MANDARINS","Honey/Murcott",18.03
3431,"TANGERINES/MANDARINS","Imperial",52.96
3432,"TANGERINES/MANDARINS","Imperial",52.68
3433,"TANGERINES/MANDARINS","Imperial",66.06
3434,"PEARS","Tosca",19.89
3435,"APPLES","Pinova",31.83
3436,"CAULIFLOWER","Orange",19.25
3437,"NECTARINE","Flat Yellow",34.31
3438,"APPLES","Ambrosia",57.69
3439,"NECTARINE","White Flesh Flat",73.92
3440,"POMEGRANATE","",2.82
3441,"SQUASH","Butterkin",15.98
3442,"APPLES","New York 1",3.79
3443,"APPLES","New York 2",67.31
3444,"APPLES","Green Dragon",15.81
3445,"APPLES","DS 3",85.13
3446,"KALE SPROUTS","",89.87
3447,"APPLES","DS 22",15.17
3448,"CHERRIES","Tip Top",80.80
3449,"GRAPES","Sugrathirteen",80.75
3450,"GRAPES","Sugranineteen",79.76
3451,"GRAPES","Sugrathirtyfour",97.57
3452,"GRAPES","Sugrathirtyfive",26.17
3453,"GALANGAL ROOT","",19.96
3454,"JACKFRUIT","Green",59.63
3455,"JACKFRUIT","Yellow",22.54
3456,"MELON","Winter",70.37
3457,"PLUMS","President",85.05
3458,"TOMATOES","Cherry - Orange",26.74
3459,"PERSIMMON","Shiny Red",46.23
3460,"APPLES","Red Jonaprince",5.77
3461,"APPLES","Lady Williams",96.97
3462,"CHIVES","Garlic/Chinese",5.51
3463,"Amaranth/Callaloo/Een Choy","",52.25
3464,"MANGO","B-74",3.96
3465,"PEPPERS (CAPSICUMS)","Stripy Bell",30.46
3466,"PEARS","Cape Rose",14.13
3467,"APPLES","Regal 13-82",15.46
3468,"APPLES","Honeycrisp",61.64
3469,"GRAPES","Sugrasixteen",0.21
3470,"MELON","Watermelon - Red, Small Seeds",17.52
3471,"CACTUS LEAVES (Nopales/Cactus Pads)","Baby",8.50
3472,"SACRED PEPPER","",47.03
3473,"EPAZOTE","",98.46
3474,"SWEET POTATO/YAM/KUMARA","Saffron",96.47
3475,"MINT","Peppermint",16.54
3476,"ORANGE TREE LEAF","",95.67
3477,"PAPALO","",1.27
3478,"QUELITES","",6.98
3479,"CHIPILIN LEAF","",3.93
3480,"PUMPKIN VINE","",26.59
3481,"XPELON","",18.95
3482,"RABBIT HERB","",11.92
3483,"PURPLE HERB","",12.01
3484,"APPLES","DALINETTE",36.48
3485,"PEARS","HAROVIN SUNDOWN PEAR",72.42
3486,"APPLES","CN121",89.09
3487,"APPLES","MN 55",37.53
3488,"MANGO","",62.39
3489,"PEAR","",32.62
3490,"APPLE","MAIA 1 ",66.81
3600,"APPLES","Antares",61.23
3601,"APPLES","Huaguan",54.11
3602,"APPLES","Belgica",40.61
3603,"APPLES","Minneiska",71.01
3604,"APPLES","Emmons",83.55
3605,"APPLES","Nicoter",69.43
3606,"PEARS","Sweet Sensation",97.67
3607,"APPLES","Mariri Red",31.52
3608,"APPLES","Sciros",39.49
3609,"PLUMCOT (INTERSPECIFIC PLUM)","Red",68.10
3610,"PLUMCOT (INTERSPECIFIC PLUM)","Green",83.50
3611,"PLUMCOT (INTERSPECIFIC PLUM)","Black",4.03
3612,"APPLES","Nicogreen",65.22
3613,"APPLES","Fuji Brak",23.45
3614,"APRICOTS","Red",72.43
3615,"APPLES","Civni",8.59
3616,"APPLES","Scilate",44.66
3617,"LEMONS","Seedless",7.62
3618,"APPLES","Opal",84.08
3619,"APPLES","Milwa",31.02
3620,"APPLES","Plumac",18.95
3621,"MANGO","Francis",68.47
3622,"MELON","Honey Green",36.37
3623,"MELON","Hami",85.39
3624,"MELON","Korean",54.50
3625,"APPLES","Minnewashta",14.40
3626,"LEMONS","Meyer",48.26
3627,"APPLES","PremA17",82.63
3628,"APPLES","PremA280",35.49
3629,"APPLES","CIVG198",44.96
3630,"APPLES","Co-op 43",29.30
3631,"PUMPKIN","Pink",96.62
3632,"TANGERINES/MANDARINS","Dekopon",80.97
4011,"BANANAS","Yellow (includes Cavendish)",82.04
4012,"ORANGES","Navel",32.05
4013,"ORANGES","Navel",0.81
4014,"ORANGES","Valencia",64.49
4014,"ORANGES","Valencia",35.08
4015,"APPLES","Red Delicious",1.12
4016,"APPLES","Red Delicious",37.49
4017,"APPLES","Granny Smith",50.01
4018,"APPLES","Granny Smith",64.59
4019,"APPLES","McIntosh",35.76
4020,"APPLES","Golden Delicious",17.48
4021,"APPLES","Golden Delicious",93.51
4022,"GRAPES","White/Green Seedless - Peerlette Seedless/Thompson Seedless",87.76
4023,"GRAPES","Red Seedless - Flame/Ruby/Emperatriz",92.73
4024,"PEARS","Bartlett/Williams/WBC",29.09
4025,"PEARS","Anjou",35.63
4026,"PEARS","Bosc/Beurre Bosc",17.58
4027,"GRAPEFRUIT","Ruby/Red/Pink (includes Ray Ruby, Ruby, Ruby Red)",42.73
4028,"BERRIES","Strawberries",9.94
4029,"PINEAPPLE","",84.74
4030,"KIWIFRUIT","Regular",49.12
4031,"MELON","Watermelon - Red   ",21.84
4032,"MELON","Watermelon - Red, Seedless",92.05
4033,"LEMONS","",32.11
4034,"MELON","Honeydew/White Honeydew",49.60
4035,"NECTARINE","Yellow Flesh",80.79
4036,"NECTARINE","Yellow Flesh",35.27
4037,"PEACHES","Yellow Flesh",27.97
4038,"PEACHES","Yellow Flesh",35.50
4039,"PLUMS","Black (Includes Ambra, Black Beaut, Prima Black, Blackamber, Black Torch, Catalina, Challenger, Black Diamond, Friar, Royal Diamond, Black Knight, Freedom, Black Flame, Howard Sun, Angeleno)",81.39
4040,"PLUMS","Black (Includes Ambra, Black Beaut, Prima Black, Blackamber, Black Torch, Catalina, Challenger, Black Diamond, Friar, Royal Diamond, Black Knight, Freedom, Black Flame, Howard Sun, Angeleno)",24.58
